,Name,Line
40368,carol,if the whole world were like you guys we wouldnt have so many problems
40369,michael,mm thats not gonna happen
40370,andy,were one in a million
40371,carol,i know nobody i know would leave their jobs and friends and families to do manual labor for three months
40372,michael,well you know what everybody thinks that i am crazy and that tells me that i am the sanest person i know so
40373,andy,just a heads up probably gonna be borrowing a few things uh gonna need a contact lens case some sunscreen some sandals
40374,toby,standing in the church sanctuary talking to the stained glass why you always got to be so mean to me
40375,jim,seeing cece gone from the couch he left her uh meemaw wheres cece
40377,jim,okay
40378,andy,goodbye lackawana county
40379,michael,how long till we get to mexico
40380,andy,well two days minus how long weve been on the road  minutes so like two days basically maybe more
40381,michael,ooh what are we building down there again like a hospital a school for mexicans what
40382,andy,i dont know i thought it was like a gymnasium or
40383,michael,why arent they building it themselves
40384,andy,they dont know how
40385,michael,do we know how i dont know how you know how
40386,andy,well carla knows
40387,michael,carla knows oh i feel like there were so many more people on this bus there were like   people before hey carla carla hi what are you doing
40388,carol,oh trying to sleep
40389,michael,what is happening oh god what is happening
40390,andy,do you smell like a weird warm cheese
40391,michael,oh god you know what im gonna be in mexico for my halfbirthday
40392,andy,and the christmas party
40393,michael,and cinco de mayo
40394,andy,nah no well be back before that
40395,michael,no weno you know how these things go construction projects they say three months and then after two years the lazy bums havent even started now were those lazy bums i gotta get off this bus
40396,jim,hey guys has anybody seen the baby
40397,phyllis,heres her carrier but no cece
40399,jim,i dont know dad i dont know
40401,jim,i dont know hey have you seen my baby
40403,jim,a small blonde woman
40405,jim,uh everyone everyone can i just have your attention has anyone seen a smallpointing to angela stop that tiny blonde woman she stole my baby
40406,angela,as kevin runs to grab her what are you doing
40407,kevin,reaching into her purse give me the baby
40408,angela,what kevin
40409,helene,holding the baby walks up to jim hi honey i was just changing the baby
40410,jim,baby voice hi
40411,pam,walks up honey
40412,jim,to cece hi to everyone all right travel safe angela
40413,angela,did you think i stole your baby
40414,jim,whats that oh yeah back then i did just now so dont because ive got my eye on you
40415,kevin,gasping as he looks into angelas purse look at these scones jim thousands of them what kind of a person steals scones from a baby
40416,angela,someone put them in my bag
40418,pam,did you lose cece
40419,jim,yeah yeah a little bit i did
40420,michael,can you fake a seizure or a heart attack or something
40421,andy,i can make myself cry
40422,michael,do that do it
40423,andy,should ii got it i got it walks up to the bus driver um hey i saw a sign for a scenic overlook coming up really love to check out the view
40425,andy,well uh theres a nice bistro coming up we could pick up some paninis for the road
40427,michael,having walked up to the front okay driver driver if youre not gonna stop this bus then im going to stop it for you okay hang on pulls the string to request a stop makes a dinging sound
40430,michael,yeah just get him to stop the bus please
40432,andy,just make him stop the freaking bus
40433,michael,stop the bus okay
40434,carol,are you okay sir
40435,michael,i didnt sign up for this you guys are young thats great you want to give back to society ive done that i need to take
40436,carol,you have plenty left to give youre doing
40437,michael,blahdiblah
40438,andy,it doesnt matter
40439,michael,we could go back and forth all day its not gonna solve anything
40440,andy,if we went to mexico wed probably screw everything up anyway
40441,michael,do you want that for little jessica no you dont and the answer is clear stop the bus okay
40442,andy,stop the bus
40445,michael,bus stopping okay well a pleasure go save the world well keep an eye on america for you
40447,erin,driving up to pick up michael andy and kid off the road get in quick
40448,michael,why quick
40449,erin,so its faster
40450,erin,do you guys want me to take you home or go back to the church
40451,michael,is anyone still at the church
40452,erin,no actually most of them went to go see a movie
40453,michael,what shut up
40454,erin,yeah kevin suggested it and then they all went in merediths minivan
40455,michael,it is so nice to be back in a country that has movies
40456,erin,i bet you guys
40458,erin,oh lake wobblegones on do you guysare you cool with that
40460,erin,to gabe they caught the scranton stranger they trapped him in his house run to conference room everyone is watching the news on a monitor
40461,robert,police have now surrounded the apartment complex
40462,michael,whispering to pam they have him surrounded its the swat the swats arriving
40463,robert,it is unknown if he is armed with anything
40464,kevin,they should do that thing where they play the really good music to get him to come out
40465,dwight,sighs they shouldnt televise any of this it just encourages copycats
40466,angela,just say copies why do you have to drag cats into this
40467,gabe,okay while this is interesting we should get back to work these standoffs can last a long time what if its another waco
40468,erin,its pronounced wacko
40469,jim,some events are so news worthy so historic that you have to stop everything to watch balloon boy michael jacksons funeral things that if you didnt see them live you wouldnt really care that you didnt see them at all
40470,kelly,columbia street in washington ave when is he gonna come out phone rings kelly answers and hangs up
40471,andy,i bet hes wishing he had a hybrid right sixty miles to the gallon in the city
40472,kevin,no i bet hes wishing he was strangling someone
40473,michael,ok thats our street thats our street hes going down our street runs out of conference room come on everybody all quickly follow
40474,michael,on sidewalk there it is i saw it i saw it he went right by you missed it all groan
40475,michael,collecting pebbles off the street into a jar grandpa where were you the day the the scranton strangler was caught old man voice well kiddo i was there i was there and ill tell you what shakes jar of pebbles you go sell these and buy yourself a nice spaceship
40476,erin,michael
40477,michael,walk with me
40478,erin,gabe and i are having a party and everyones invited and its at his house apartment and were gonna watch glee
40479,michael,obviously faking being serious the whole time glee what is glee some television program jim i need that thing stat
40480,jim,confused okay
40481,erin,yeah its a tv show
40482,michael,dwight sign please i dont have time for parties i dont have time for tv shows stanley what time is that thing i have to do
40483,stanley,i
40484,michael,cancel it are you still here to erin
40485,erin,uhh its just that its our first party together so
40486,michael,mmm mmm mm mm mm did you hear what i said im a very busy man i dont have time for your tv show
40487,erin,sad okay sorry
40488,michael,im joking
40489,erin,wait which one
40490,michael,im joking im kidding around im not actually angry erin laughs im not busy at all im not doing anything and i know what glee is im a total gleek
40491,erin,good me too
40492,michael,you know who my favorite character is the invalid jim makes a face i am coming to your party
40493,erin,i dont know if michael likes gabe that much but theres this thing on glee called mashup where two things that dont go together make one great song take gabe take michael you make gay mike best friends
40494,kelly,reacting to erins invitation no really is there time to change this that show now first they say that mr schu doesnt know anything about choreography then like three episodes later hes this fantastic choreographer pick a lane people
40495,kelly,and what was with jesses sudden turn on rachel between dreamon and funk where the heck did that come from honestly that show its just its irresponsible
40496,angela,are you going to dwight
40497,dwight,not because i want to with all the feeling to base a show around glee thirst now thats a show id watch
40498,angela,i would watch that
40499,dwight,tonight might be a convenient night for us to have some intercourse
40500,andy,to erin youre having a party at gabes apartment
40501,erin,mhmm id love it if you were there
40502,andy,you would
40503,erin,you and michael are always the life of the party
40504,andy,try and keep me from coming
40505,erin,why would i keep you from coming
40506,andy,try and hide it i will track this party down
40507,erin,why would i hide it giggling
40508,michael,kevin
40509,kevin,hey you going tonight
40510,michael,yes i am are you
40511,kevin,yeah you gotta go to the bosss party
40512,michael,what no gabe is gabe is not the boss
40513,kevin,no hes not the boss
40514,michael,why did you just say he was the boss
40515,kevin,cause youre the boss
40516,michael,yeeee guys do you consider gabe to be the boss
40517,erin,to michael at gabes apartment its make your own pizza night isnt gabes place so nice
40518,michael,uh huh
40519,erin,look at the size of those wine glasses michael
40520,michael,big
40521,erin,those posters used to be real french ads
40522,michael,all right
40523,gabe,so these are your cheeses your ham your sausages your herbs and your vegetables heres whats been done so start creating some times it helps to think of a part of the world and
40524,michael,interrupting okay okay okay
40525,michael,gabe likes to entertain a lot ad he cooks in an oven and all that jazz i just have a different life style they have these bags of vegetables that steam right inside their own bag so ill get a few ingredients sit down in front of the tv a bag of vegetables before you know it im ready for bed
40526,michael,tossing pizza dough in the air
40527,gabe,you dont really toss the dough
40528,michael,try and destroy the old ways gabe well i will not let you throws pizza dough hits the ceiling
40529,gabe,walking with jim and pam welcome to my man cave i did my senior year in prog in japan best year of my life
40530,jim,you play referring to keyboard
40531,gabe,oh i like to play soundscapes i imagine one instant of a song expanded to be the size of the universe
40532,jim,you cant even do that
40534,pam,shes up great
40535,pam,cece is reverse cycling which means she sleeps all day and is up all night which basically means im up all day and im up all night and if it doesnt stop soon i am going to be up all night
40536,erin,peeking into various rooms the shows starting the shows starting the shows starting shows starting glee begins as all get nearby to watch
40537,phyllis,to kelly whos that
40538,kelly,finn
40539,phyllis,whos that
40540,kelly,rachel
40541,phyllis,which ones glee
40542,kelly,you have to stop
40543,michael,wheres michael wheres michael we cant start without michael oh here he is ohhhh yayyy and let the show begin turning up volume
40544,gabe,takes remote its a little loud
40545,michael,actually i think its not loud enough may i thank you sah takes remote raises volume there we go glee right rock and roll turn it up to elevaan spinal cord
40546,gabe,lowers volum some of us are trying to have a conversation
40547,michael,well some of us are trying to have a
40548,gabe,ill just turn the captions on
40549,michael,grabs different remote from the table well i will turn up the volume
40550,gabe,thats for the other box
40551,michael,okay  heeeeres what were gonna do right down the hall is a bed room all the real glee fans are gonna go down the hall to the real glee party in the bedroom follow me where we can crank it
40552,oscar,noise on tv oscar pauses show that one shes been in a couple episodes of friday night
40553,kelly,you know what im so confused is this a glee watching party or a glee pausing party cause we keep stopping it to get a history lesson from
40554,oscar,you know what i didnt read the rules i didnt know the rules there its on i didnt read the rule book
40555,pam,enters on michael alone sitting on a bed watching glee michael maybe you should try gong in the other room again you can have my seat its closer to the tv itll seem louder
40556,michael,pam i have a loaded gun in my desk at work if i ever start acting like that weenie gabe i want you to take that gun and i want you to shoot me like a hundred times in the groin until im dead okay
40557,pam,you have a gun in your desk
40558,ryan,in gabes bedroom with andy hey marantz tubes sterio from the s i respect that i respect that a lot oh hoho the five chinese berilidy herbs no kidding this is powdered seahorse they say that fifteen chinese soldiers fought off the entire army of gangus kong just using this stuff you know what they say
40559,andy,no what
40560,ryan,what is this samurai wood cuts yep pretty erotic
40561,andy,yeah
40562,michael,pam in the background struggling with cece better men than gabe have tried to be my boss david got fired charles got fired jan went crazy ed truck who i liked got decapitated
40563,dwight,michael i find it absolutely disgraceful that no one followed you in here for your walkout i took the liberty of making a list of everyone who didnt follow you in here jim oscar creed me at first
40564,pam,maybe i should go
40565,dwight,continuing kelly kev to pam are you gonna quiet that baby or do i have to dwight grabs cece and makes noises cece stops crying in the schrute family the youngest child always raises the others ive been raising children since i was a baby
40566,darryl,to andy take a shot
40567,andy,oh thanks
40568,darryl,wow so much asia stuff i wonder if theres a guy in china right now looking at a bunch of our stuff
40569,andy,why does erin like gabe
40570,darryl,andy look all i know is that if i was a girl and i had to choose between the tall dude who loved asia and the you looking dude who loves sweaters and wearing sweaters id choose you
40571,andy,thats really nice thank you
40572,darryl,and id blow your mind
40573,andy,pours powdered seahorse into his wine glass
40574,jim,changes channel during commercial sports scores appear on screen
40575,oscar,jim what are you doing
40576,jim,oh it was commercial break so i just wanted to check the scores
40577,oscar,flip it back please
40578,jim,okay changes back to glee
40579,kelly,the shows back on what happened
40580,ryan,were behind
40581,oscar,go to the recorded version
40582,kelly,oh my god what song was that
40583,erin,i wasnt recording it
40584,oscar,what
40585,kelly,texting what song was it
40586,erin,wait why do you have to record it
40587,oscar,this is why erin were living it start recording now
40588,erin,jim jim gives her the remote
40589,kelly,okay they did blinded by the light and they did it with an actual blind guy was it worth it jim jim leaves cause we missed it
40590,pam,if i could get her sleeping normally i could get my life back
40591,dwight,that would be nice wouldnt it
40592,pam,i cant even talk about it
40593,dwight,you know its not really necessary for me to sit here holding her all night just go into gabes refrigerator get a lump of suit or any kind of congealed animal fat will do rally tie a piece of string to it and the other end to her toe put the suit in her mouth shell be happy for hours
40594,pam,i kind of doubt gabe has suit
40595,dwight,really oh then here we are
40596,erin,michael gabe is making the pigs in a blanket and he kind of needs some dwight shushes her help so erin whispering he was wondering if you could help him michael goes with erin
40597,andy,enters room where phyllis is pouring wine using stadium announcer voice ladies and gentlemen please welcome phyllis vance sniffs her isnt that white diamonds maya smith taylor
40598,phyllis,you know your perfumes
40599,andy,my nanny used to wear that
40600,andy,i just ate powdered seahorse i have to admit i did not think it was gonna work but it is totally working clip of him doing pull ups in gabes doorway i feel exactly like a seahorse seahorse impression blub blub blub blub blub blub blub blub
40601,erin,look who i found points to michael
40602,michael,yeah well i wasnt very hard to find
40603,gabe,lets go ahead and wash our hands
40604,michael,is this the same dough you used for the pizza crust
40605,gabe,yep waste not right
40606,michael,so these are pizza dogs they arent pigs in a blanket per se
40607,erin,michael knows everything there is to know about snacks
40608,michael,well
40609,erin,gabe was born in  he was the longest baby in the hospital
40610,michael,hes the longest baby in this room
40611,erin,whats the longest thing youve ever seen michael chuckles for me it was the tale from jets
40612,gabe,erin you dont have to
40613,michael,you know what erin you do have to
40614,gabe,michael you are making this harder than it has to be
40615,michael,grimacing thats what she said leaves
40616,jim,whispering hey
40617,pam,its a miracle she loves him
40618,jim,i dont know about love
40619,dwight,she loves me
40620,angela,whispers in dwights ear outside my car in two minutes
40621,dwight,well somethings come up i have to go
40622,pam,no no no no no shell wake up
40623,dwight,i have something to do
40624,pam,look i know what you have to do please stay with cece dwight ive always considered for us to be very good friends great friends remember your concussion
40625,dwight,i do but you married my worst enemy
40626,jim,well i think enemys a strong word cause i think we have a really charming back and forth and
40627,dwight,enough i will require beer and pizza to think this over
40628,pam,absolutely starts out
40629,dwight,from jim
40630,jim,i dont think thats gonna
40631,pam,do it
40632,jim,what kind of pizza would you like
40633,dwight,surprise me no pepperoni
40634,michael,outside opening gabes cable hookup box okay alright
40636,kelly,ahhh whats going on
40637,andy,muttering going on all around andy looks sick hey creed would you read chinese
40638,creed,beleniege
40639,andy,what does this say
40640,creed,hi mahhhh boo yowww gunjo ooh uncow
40641,andy,confused rushes out of the room to the room erins in picks up phone talking fast hello ups still waiting on that five minutes with erin order oh never mind its here oh if it isnt the bell of the ball queasily you throw a lovely party ma lady
40642,erin,concerned are you having a good time
40643,andy,did you wear my favorite outfit on purpose
40644,erin,andy you look awful
40645,andy,youre four seasons in a day heaves you got the autumn thing going on but if you put on ba heaves again put if you put on a blue stops is struggling its spring time in the rockies
40646,erin,are you alright
40647,andy,no runs off
40648,dwight,referring to the pizza jim is offering him insert it in my mouth
40649,jim,thats not gonna make your pizza eating experience any better trust me
40650,dwight,no try me
40651,pam,jim just dont think of it as degrading think of it as you happen to be moving the six inches his way and he happens to be biting it
40652,dwight,id prefer for him to think of it as degrading
40653,jim,okay puts pizza into dwights mouth
40654,dwight,no crust first jim turns the pizza around okay now the beer jim shakes his head no beer me jim jim quickly puts the beer into his face ssss gentle drinks the beer now ive gotta go meet angela
40655,pam,what no wait you said you were gonna help us
40656,dwight,i have a legal obligation to angela okay she needs to be serviced
40657,jim,you need to stop talking
40658,dwight,oh come on stop the fake prissy act were in the real world sex contracts exist
40659,pam,okay fine there must be some way to get out of it even just for tonight
40660,dwight,yeah sure jim could go see her
40661,jim,unbelievingly okay
40662,dwight,you ever been with the blondes before its the big leagues
40663,jim,im going home and im taking my baby with me
40664,pam,no no no dont i will go talk to angela
40665,dwight,shes in heat she will eat your face off
40666,pam,the reverse cycling ends tonight pam leaves
40667,dwight,to jim a single piece of pepperoni please
40668,jim,im not gonna cuts himself off kevin walks in
40669,dwight,what are you doing
40670,kevin,getting under the bed covers i wanted to eat a pig in a blanket in a blanket
40671,andy,throws up on bed puts pillow in front of the puke
40672,phyllis,are you alright
40673,andy,erin likes gabe
40674,phyllis,i know i thought you two were nice together
40675,andy,do you think that theyve ever
40676,phyllis,made love i dont know
40677,andy,well girls tell each other things right
40678,phyllis,ill see what i can find out
40679,darryl,michael walks into disarray of peoples reactions to the tv going out where you been
40680,michael,i just went out for a walk
40681,darryl,cables out
40682,michael,what really that stinks
40683,gabe,its still on upstairs
40684,michael,what does that mean partys over everybody leaves are you sure
40685,creed,receiving message on his phone hey puck and finn worked it out and the solo is now a duet
40686,michael,are you kidding me
40687,creed,no
40688,michael,now thats going on
40689,kevin,i cant believe were missing that
40690,michael,boy i wish i could see that you know what i have an idea i dont know if its gonna work but let me give it this okay im gonna give it shot hurries out
40691,kevin,please michael just make the glee happen
40692,kelly,good luck michael
40693,phyllis,erin uhm so how long have you two been going out now
40694,erin,oh uhm like three months
40695,phyllis,and i imagine things are starting to heat up
40696,erin,i dont know
40697,phyllis,of course you dont wanna rush things i mean the anticipation can be so exquisite bob and i took our time the first time we saw each other naked we didnt even make love we just stared at each other until we fell asleep it was magical
40698,erin,awkwardly i have to go phyllis
40699,phyllis,magical
40700,pam,knocking on angelas car window angela is naked inside hey in there its pam its not dwight dont think its dwight
40701,angela,what are you doing here
40702,pam,i know you and dwight have this weird deal uhm he sent me out here to see if you could postpone
40703,angela,are you authorized to do this
40704,pam,yes i have been so authorized
40705,angela,ok uhm then tell him that well do this tomorrow night instead
40706,pam,okay
40707,angela,wait pam how did he seem like you know did he seem disappointed
40708,pam,you know there are a lot of guys out there who would just love and appreciate a
40709,angela,you know what pam just save it
40710,erin,michael is outside fixing the cable box you did this
40711,michael,no i was just check yeah yes i did yeah yeah
40712,erin,why dont you like him
40713,michael,what is there to like hes just hes a weird little skeevy guy with no waist why do you care whether we like him or not
40714,erin,i care if you like him
40715,michael,why im not your father erin looks sad all right
40716,erin,okay
40717,michael,go to your room
40718,erin,what confused
40719,michael,go to your room young lady
40720,erin,slowly getting it uhm im not going to my room
40721,michael,you listen to me you listen good you are are not to see that boy anymore
40722,erin,you listen to me you are not to tell me what to do
40723,michael,as long as you are living under this roof you are going to do what i say
40724,erin,i hate your roof
40725,michael,oh do not raise your voice to me
40726,erin,ill raise it how i want ill raise the roof
40727,michael,gahh i will pull this car over
40728,erin,i hate it i hate your car
40729,gabe,see ya oscar oscar leaves
40730,michael,enters looks to gabe if you break that girls heart i will kill you its just a figure of speech but seriously if you break that girls heart i will literally kill you and your entire family
40731,michael,gabe just go and have fun with erin but not too much fun that girls gonna turn my hair gray
40732,gabe,andy is leaning over toilet what happened
40733,andy,i accidentally ate some seahorses
40734,gabe,how much
40735,andy,i didnt know its powdered so like four or five i dont know
40736,gabe,ive got just the thing leaves comes back with a synthesizer this ones called earth rise on the moon music plays
40737,andy,thats so beautiful
40738,dwight,lights and power go off uhoh okay okay nobody panic listen up listen up turns on flashlight and holds it to his face everyone follow me to the shelter weve got enough food for  days after that we have a difficult conversation
40739,michael,as the power and lights come back on my bad space heater and fan were both on high plugged into the same outlet
40740,jim,uh its saying the server went down does anybody know that password cause otherwise we cant do any work
40741,michael,uh try password
40742,jim,nope
40743,dwight,try zero zero zero zero zero zero
40744,jim,no
40745,dwight,okay now try zero zero zero zero zero one
40746,jim,okay im not doing every number
40747,pam,wait um does anyone remember when it was set up
40748,michael,uh it was like eight years ago
40749,pam,lord of the ring stuff i dont know im just trying to think of things that were happening at the time
40750,erin,um everyone was getting their drivers license
40751,jim,why dont we just call the it guy who set it up whats the name of the guy in glasses again
40752,michael,okay moving backwards our it guys have been  glasses turban ear hair fatty  shorts fatty  lozenge and fatso i think lozenge was the one who installed it
40753,andy,i got it try umcoughs
40754,michael,you know what it made me laugh when i heard it but pam got really offended
40755,kevin,big boobs
40756,meredith,drama queen
40757,angela,nosy
40758,pam,youre typing big boobs
40759,jim,im trying everything
40760,dwight,try big boobs with a z
40761,jim,thats ding the password were in
40762,dwight,all right
40763,kevin,wow
40764,dwight,yes
40765,michael,the important thing is this kept us secure people
40766,michael,morning
40767,ryan,hows it going
40768,ryan,hey im wuphf
40769,michael,wearing ryans glasses im facebook
40770,ryan,whats up facebook
40771,michael,i sent you a facebook message yesterday i still havent heard anything back
40772,ryan,you shouldve sent me a wuphf
40773,michael,a what
40774,ryan,pulls out blackberry when you send a wuphf it goes to your home phone email facebook twitter and homescreen all at the same time phone rings computer chimes printer starts up
40777,michael,dot com
40778,ryan,getting copies from the color copier behind the receptionist desk thanks erin
40779,erin,sure
40780,erin,pam
40781,pam,mmhmm
40782,erin,i dont wanna be a lousy snitch
40783,pam,okay
40784,erin,ryan has been using the color printer for his business a lot and as office administrator
40785,pam,oh its okay
40786,erin,but its not for
40787,pam,let it go
40788,pam,yes i invested in wuphf its actually a great idea and i cant believe it didnt exist before and i know ryans kind of a sketchy guy but hey i married jim ive done my part for the nice guy now i want a bedroom set
40789,michael,i think an investors ski trip is the best idea it will be a bonding experience
40790,ryan,i love it
40791,michael,i was looking at a trail map and i was thinking that we should start on a bunny hill because ive never actually been skiing and then work our way up to death drop
40792,ryan,great so we got our first offer to buy the company
40793,michael,your kidding
40794,ryan,we could sell but why think so small we can just get a couple more people involved really do this thing our way
40795,michael,you and me
40796,ryan,new investors are key though thats actually why i came in today
40797,michael,dont you work here fulltime
40798,ryan,chuckles today i was thinking i would sit down with a few of the people who havent invested yet
40799,michael,mmhmm
40800,ryan,or we could do that together if that sounds fun to you
40801,michael,that does sound fun to me
40802,ryan,awesome
40803,dwight,out in the parking lot with a guy unloading hay bales while dwight sifts through the hay ah this is good hay yeah this is the good stuff mattress quality
40804,dwight,every fall my uncle eldred used to build us a maze out of hay bales for us kids to play in we called it hay place eldred called it hay world eventually lawyers were brought in but thats all behind us hay place lives on guy comes and sticks a bale of hay right behing dwight and knocks it into dwight watch it watch it
40805,dwight,hello welcome to hay place a place for hay
40807,dwight,oh and the petting zoo closes at  and the goat roast is at  come on in enjoy
40808,angela,hey im kind of in the mood for a roll in the hay
40809,dwight,roll in the hay five dollars
40810,angela,no i meant motions you and me
40811,dwight,oh our contract
40812,angela,mmhmm
40813,dwight,yes why dont we meet at the usual spot looks at his watch uh ive got a half an hour during lunch inbetween the historical reenactment of the dunmore farm slaughters and the onion boil
40814,angela,perfect
40815,dwight,so uh notices a kid walking on a bale of hay excuse me get off of there those are show bales not play bales
40816,jim,on phone all right thank you i willi will send the contracts over right away all right hangs up the phone and rubs his eyes whoo erin jumps in the background
40817,jim,i am on the first hot sale streak of my life i think it all comes from feeding cece because no matter how much she resists i sell her those carrots lets be honestif i can make mushed carrots seem better than a boob i can pretty much sell anything laughs
40818,kevin,commission comes out to dunhduhnadah zero
40819,jim,mmkay well it cant be zero kev
40820,kevin,i entered the sale and i hit enter and i said dunhduhnadah im pretty sure i timesed it right
40821,angela,you met your commission cap last week so from here until the end of the fiscal year your commission will be zero
40822,jim,what are you talking about wewe have a commission cap
40823,angela,its a new corporate policy
40824,kevin,dunhduhnadah
40825,gabe,is this job really about the money for you jim i mean isnt this where you fell in love
40826,jim,a commission cap takes away my incentive to sell so you realize i now have no reason to work right
40827,gabe,when youre dealing with a large organization sometimes you have to put up with policies you dont like i wish my gym didnt allow full nudity in the locker room okay seeing these old guys walking around naked feels almost passiveaggressive but i deal with it cause its policy see what i mean
40828,jim,nope
40829,gabe,nudity makes me uncomfortable
40830,jim,okay
40831,gabe,my gym allows it i wish they didnt but its policy so i respect it and i justputs his hands cupped by his face and turns away keep a lowyou know i look away think about your commission cap as a naked old man in a gym locker room
40832,michael,excuse me everyone sex now that i have your attention
40833,stanley,you dont have our attention
40834,michael,money
40835,stanley,im listening
40836,kevin,you had me at sex
40837,michael,pervert
40838,phyllis,you have all of our attention just by screaming anything
40839,michael,thats good to know screams
40840,pam,what do you want to say michael
40841,michael,wuphf all right ive warmed them up for you you have the floor ryan
40842,ryan,hows everybody doing
40843,michael,whoo
40844,ryan,good now a lot of you have already staked out your corner of the wuphf empire raise your hand if im describing you michael pam daryl and stanley raise their hands
40845,stanley,yes i have a dream and its not some mlk dream for equality i want to own a decommissioned lighthouse and i want to live at the top and nobody knows i live there and theres a button that i can press and itll launch that lighthouse into space
40846,ryan,for my current investors things are going great
40847,michael,we already have a buyer
40848,pam,really who
40849,ryan,washington university i dont even want to think about selling until our numbers get into the billions
40850,michael,at least
40851,ryan,so ive decided to open up a second round of investment to friends and family
40852,phyllis,oh god hold on to your wallets ladies
40853,oscar,did you ever think of wuphf as an emergency notification system like for college campuses with shooters or gas leaks
40854,ryan,no nooscar its notits not a digital rape whistle wuphf is about fun
40855,michael,thats right
40856,ryan,fun communication connection
40857,oscar,whats your money situation
40858,ryan,well its tight as with any startup
40859,oscar,sure how long can you sustain this without a cash infusion
40860,ryan,we have nine solid days i love these questions keep em coming
40861,andy,im sorry nine days until what
40862,oscar,bankruptcy
40863,michael,wait ryan so this could be over by the weekend
40864,oscar,how long do you think a week is
40865,michael,no not this weekend next weekend we were gonna go on the investors ski trip i bought poles
40866,jim,well since i have no incentive to sell ive cleaned my car organized my desk and taken a multivitamin so what now
40867,jim,pam okay now ive tried everything
40868,pam,did you prank dwight
40869,jim,no
40870,pam,well you like that
40871,jim,yeah its not as fun if im not blowing off work
40872,pam,i love you but im kinda busy so i need you to figure this one out on your own
40873,jim,blows a raspberry erin looks shocked kevin chuckles
40874,pam,oscar said wuphf only has enough money for nine days
40875,ryan,colorful poster with numbers check this out
40876,erin,all that color
40877,michael,look at that triple your investment by january
40878,andy,anyone can just throw numbes up on a chart what are you doing to make it happen
40879,ryan,well earlier today i was emailing someone by the name of john legend
40880,michael,there you go
40881,andy,you have his email
40882,ryan,a lot of these guys are just maccom  their website whatever we get that guy wuphfing its all over
40883,stanley,i want my money back
40884,michael,do not talk like that stanley
40885,pam,ryan just tell us your plan
40886,ryan,okay all right i know what you wanna see ill be right back
40887,dwight,hits the back of a dundermifflin delivery truck with his hand hey kids was that fun
40888,katy,yeah
40889,dwight,all right
40890,katy,i wanna go on it again
40891,dwight,oh i bet you do you know what when i was a little kid they couldnt get me off the hayride but its gonna cost you three more bucks kid gives him three more bucks
40892,dwight,wow this brings back memories hay stacking hay throwing and at the end of it all one lucky boy would be crowned hay king i always wanted to be hay king the world shines on mose
40893,angela,waiting for dwight at their meeting place slams the door shut
40894,angela,where have you been ive been waiting
40895,dwight,uh can we move this to the end of the day
40896,angela,no ii think you should make time for it
40898,dwight,hey congratulations do you know what your prize is
40900,dwight,nothing life lesson some tasks are not worth doing
40901,angela,dwight
40902,ryan,wuphf tshirts who wants one just imagine that youre at spring break daytona beach
40903,michael,here we go
40904,ryan,everyones like hey dude whats up with all the hotties in the wuphf shirts or uh hey whats up with that helicopter its ry from wuphf
40905,michael,its ryan the wuphf guy
40906,ryan,yo ry from wuphf
40907,michael,hes up there
40908,ryan,whats he dropping wow whats falling on us man wuphf condoms  condoms out of the sky
40909,michael,look at that he threw em on the ground
40910,darryl,look this is a marketing campgain you got nine days lets say you do get the money what are you going to do with it
40911,ryan,the first lesson of silicon valley actually is that you only think about the user the experience you actually dont think about the money ever
40912,andy,that sounds weird
40913,michael,no its not weird andy and you know what else we have an offer from washington university so monetize that
40914,kelly,walks in are you guys meeting about wuphf you know that that was my idea right
40915,kelly,i said to ryan i try to call you and you dont have your phone i try to im you and youre not online i wish there was a way that i could do everything all at once and i could just be like this little dog going ruff ruff ruff ruff ruff
40916,ryan,baby baby baby
40917,kelly,i think im gonna stay here
40918,ryan,no no no no no
40919,kelly,i do i do this isnt right
40920,ryan,i help you with your things and you help me with my things
40921,kelly,but iits not right
40922,ryan,whispering i got this its okay dont worry about this
40923,darryl,is it any particular branch of washington university
40924,ryan,the washington university public health fund
40925,darryl,wuphf
40926,pam,oh god
40927,darryl,they only want it for the initials
40928,ryan,the domain name yeah they do
40929,pam,i move we sell
40930,michael,what
40931,darryl,yeah sell
40932,andy,yeah sell
40933,pam,sell
40934,stanley,get us out of this
40935,ryan,have some faith in this idea
40936,darryl,if everybody wants to sell we sell right
40937,michael,i wont sell and you know what ryan and i have the majority of shares isnt that right
40938,ryan,yes you alone do actually
40939,michael,iyes were not selling i will not sell
40940,kevin,runs to and inside the hay place maze awesome
40941,jan,do you mind if we share this bale
40942,angela,sure
40943,jan,theres no charge to sit on the hay is there
40944,angela,probably
40945,jan,i mean wouldnt you think the ten dollars to build your own broom would include the hay and not just the instructions
40946,angela,mmhmm
40947,jan,i mean im starting to think this guy is just trying to make money off the holiday
40948,angela,yeah instead of hay place it should be pay place man laughs dont laugh at me
40949,jan,no no no i wasnti was just laughing at your joke
40950,angela,oh
40951,jan,pay place
40952,angela,mm yeah so we can celebrate thanksgivingmeyourmoney day both laugh
40953,jan,thats humorous
40954,angela,thank you
40955,kevin,stuck in the maze says to some kids running around in the maze you guys know how to get out kids run away screaming
40956,pam,hi michael
40957,michael,cant talk saving the planet
40958,pam,oh we dont recycle
40959,michael,we dont well why have i been separating the trash into whites and colors
40960,pam,im sure no one asked you to do that
40961,michael,throws the sack of garbage onto the floor eight years
