Name,Line
pam,hesitating at the bribe yeah you know what  i think i saw one sick day down there
darryl,really cause i think maybe i saw five
pam,three daryl nods
pam,im full on corrupt
pam,hey oscar big will and grace fan huh
oscar,no everybody assumes i am i always get them as gifts
pam,oh
pam,dunder mifflin is having our first own garage sale like many americans we realized we had a lot of things that we really didnt need and 10 cents of every dollar is going into the party fund so we can throw parties for ourselves
dwight,people look alive its showtime doors open in 321
jim,oh yikes
pam,its cold dwight just shut the door and let people come in the front
dwight,its good that its cold it will drive business inside
pam,the signs will drive people inside
dwight,the warmth will lure people inside
andy,close it
dwight,this is how business
andy,close it
dwight,im not closing the door
andy,close it starts wrestling dwight
dwight,stop it
andy,just close it
dwight,uh oh looks like someones sign is a little crooked uh looks awful need a thumb tack
meredith,sure
dwight,not so fast
dwight,schrutes are farmers by hobby and traders by trade through the art of the swap i will walk out of this garage sale with the finest item here
dwight,i will trade you for the used candle
meredith,forget you
dwight,come on its trash like your sign unless you have this
meredith,fine just give it
dwight,thats how its done
kevin,woah i love her how much for that
michael,i uh i actually dont know why i brought that because its kind of priceless
holly,10 dollars
michael,mhmm no i paid 500 dollars for that
kevin,200
michael,500
holly,20
kevin,45
michael,get lost
kevin,damn it
michael,that is how you do it
holly,you know we dont have to sell that if you dont want to if its a problem with the neon i can have my neon guy take a look
michael,you know its really more for a bachelor pad i just want to get a fair price
holly,well we could put it in storage in case
michael,in case in case of what
holly,you know in case if something changes
michael,i dont have an in case do you have an in case
holly,nope
lady,how much for the slip and slide
michael,get lost
michael,on phone yes hello mr flax this is michael scott your daughters boss i am calling because i am going to have to fire your daughter holly because she is such a terrible employee im just kidding im kidding im actually calling because im in love with her i love your daughter and i have for some time and i would like to discuss my intentions with you which are to ask her to marry me and i was just hoping you would give me your approval and this isnt a joke so call me back when you get this and i look forward to speaking thank you
kelly,are you serious a half used candle get out of here dwight youre blocking my table with your giant body
dwight,oh cause theres a huge line of people waiting in line who want your spinster chotskies
kelly,screw you man people like my stuff
dwight,people like ryan let me tell you about men like him he comes over and youre like hey baby let me light a candle then you pull out this one half used and hes like uh who else is she seeing i better lock her down fast
kelly,you can take my helen fielding collection
dwight,and the jennifer weiner collection
andy,oh my gosh you have the dallas board game
kevin,yea when i was a kid i was on dallas
andy,really
kevin,yea when i was kid we missed our connecting flight and we spent the entire day on dallas then we spent a week on hawaii i was in heaven
darryl,we should play it
andy,well theres no instructions
darryl,its dallas the game we can figure it out
kevin,yea
andy,im pretty good at board games
darryl,well shall we make it a little interesting
andy,sure
dwight,what is this
jim,how did those get out im sorry
dwight,professor copperfields miracle legumes
jim,i was in jamaica and i got lost and it was getting dark this one night and then out of nowhere with a cart and hes selling these dwight hes telling me things about myself that theres no way he could have known
dwight,thats a common swindlers trick
jim,probably probably so i buy some i turn the corner i feel like an idiot so i go back to get my money he was gone
dwight,so you wanna sell me magic beans laughs
jim,correction i do not want to sell you professor copperfields miracle legumes
dwight,nice try no correction terrible try
holly,michael called dad
kellys mom,your friend michael yes whats going on
holly,um i think i know but ill sound stupid if im wrong but is dad there
hollys dad,holly
holly,hi dad
hollys dad,there was a program on tv about india
holly,um ok did you connect with michael
hollys dad,wanna watch it
holly,i im not there dad im in pennsylvania
hollys dad,what are you doing there
holly,i live here um can i talk to you about michael
hollys dad,ill ill put your mother on
holly,no no no dad
kellys mom,holly
holly,mom dad cant seem to focus on a subject
kellys mom,dont you worry about him hes got me
holly,well who do you have
kellys mom,i have your father hes right here ill put him on
holly,no mom
pam,oh which one is decaf
pam,looks out window michael michael
michael,hi
pam,hi  i was just coming out to see what you were doing and to maybe stop you
michael,oh you know what you have a siphon i think im gonna run out of gas
pam,why do you need more gas
michael,well im writing a message
pam,is it a good message or a bad message
michael,im asking holly a question in fire
pam,are you proposing
michael,maybe
pam,wow
michael,hey you know what ive got gas all over my hands and my shoes would you light it would you do the honors please
pam,yea yea no problem runs away
michael,pam
pam,yep
michael,could you light this please
pam,michael youve had two ideas today and one of them was great and the other one was terrible
michael,i am not in the mood for riddles pam
pam,this is terrible
michael,no this is romantic
pam,you know what im gonna get a hose then well talk about it ok well figure it out be right back just stay there
ryan,free sample
ryan,my mom makes the best pesto in the world and i always tell her mom you should sell this youd make a fortune and she always says no its just for family well finally i was like f it ill sell it so im like mom i need you to make a ton of pesto for a pesto party for all my friends and shes like uh ok  pesto party really anyway she makes like a hundred bottles worth its so good and phyllis just had that mom look i wanted
dwight,you got this kosher certified
ryan,no i meant like uh its cool its kosher its all good
dwight,ryan you have such an interesting mind so creative all these new business ideas and artistic projects laughs
ryan,thank you whatcha got there
dwight,oh its just stanleys old photo album im thinking about throwing it in the garbage i mean why would i want some random black mans old photo album on my bookshelf im not james franco
dwight,things are going very well i traded a thumb tack for merediths junk for kellys crap for phyllis garbage for oscars trash for stanleys garbage for ryans junk for creeds garbage for a very cute squid that erin happened to have
dwight,jim put those away
jim,pulls away beans im really sorry pam must have put those out
dwight,just out of curiosity what were the claims for those beans
jim,theyre legumes dwight and youre just gonna make fun of me so why would i you know what this ends now crumples up beans stomps on them and throws them in a box
pam,hey michael everyones in the conference room
michael,why
pam,you called the meeting i dont
michael,i did
michael,ok thank you all for coming i would like to talk to you all today about recycling
pam,michael
michael,yes
pam,we are a family
michael,i could not have agreed with you more
pam,and ive always believed that we should all be involved in everyones personal lives in a very major way
michael,yes thank you
pam,so about this proposal thing
michael,no no no no my minds made up i am not going to change my mind you cant talk me out of it
pam,michael shes perfect for you
oscar,shes the one
jim,shes amazing this is very exciting
pam,so we just we wanna help you plan the proposal so that its safe and responsible and realistic and doable
michael,i had a great idea until you ruined it
oscar,wanna know how to do it heres how you do it take her out to dinner go down on one knee if you are in costume you did something wrong if at any point you find yourself tying a ring to a dogs collar stop and look at yourself
andy,playing the dallas board game hmm im gonna play me a little ol black mail card
kevin,nice
andy,and call a proxy meeting to take control of you and oil once and for all
kevin,no you cant do that you cant play a black mail card and call a proxy meeting in the same turn
andy,why not seems to me were just making up rules cause somebody forgot to staple the rules to the inside of the game like a normal human being
darryl,and im gonna play this here share the wealth card
andy,oooh
darryl,which entitles me to half of both of yalls money so if you dont mind
kevin,no this card is from the wrong game this is from the game of life
darryl,it was in the box
andy,well played
darryl,thank you
andy,we must honorably adhere to the rules we are making up on the spot
kevin,no but thats not fair
andy,well thats dallas
darryl,dallas indeed
oscar,what ryan where did you get this picture a picture of oscar on ryans bottles of salsa
ryan,my mom also makes the best salsa
holly,this is your moms old stuff
phyllis,yeah mostly
holly,hows she doing
phyllis,it didnt go down so easy but shes made some friends and its already better than it was
holly,how do you know when its time
phyllis,uh i dont know if you ever know and if you wait for the day when your parent to comes to you and says i cant take care of myself anymore its never gonna happen i have a box of bras under the table if youre interested
holly,let me see
pam,ok i think animals and proposals are out right ryan didnt you read in one of your blogs that animals are out
ryan,blogs are out but people are texting each other no more animals
michael,how about this i throw a corpse dressed like me off of the roof it hits the ground the head pops off this leads me to the line  i lost my head when i fell in love with you
jim,thats a guarantee
michael,its easy enough to get a corpse you just go to a med school i already have the ring
jim,dont think you need the corpse then
michael,heres the ring
pam,holy s is that real
michael,yeah i saved 3 years salary
oscar,no shakes head back and forth
michael,is she not going to like that
pam,no shes going to love it so i think you can keep the proposal simple you know like when jim proposed he just he got down on one knee and he told me that he loved me and he asked me to marry him and it was perfect
oscar,where was that
jim,at a gas station oscar laughs
michael,at a gas station
jim,oh it was when she was working in new york so it was halfway between both of us
michael,that mush have been a surprise when at the gas station you proposed
pam,no it was really it was really sweet it was raining and
michael,oh yea you didnt say that the weather was bad that sounds perfect i want this to be an event that everyone talks about always and forever
jim,totally reasonable
michael,i just its terrifying
pam,shes not gonna say no
michael,i know but im still scared i dont know why
jim,cause its a big deal i mean i knew pam was gonna say yes but i was still scared
pam,you were scared
jim,yeah its scary
michael,get this kevin thought i was gonna sell my bowflex for 200 dollars and i told him dude this was a prop in my movie
holly,look i need to talk to you
michael,ok its because we havent sold anything you know what we just wait until the end of the day people get desperate and theyre gonna pay anything
holly,i think i need to go home to colorado my dad isnt doing so well
michael,oh ok for how long
holly,i dont know
michael,is he alright
holly,yeah
michael,you ok
holly,yeah yeah its just you know i dont want to go home when hes on his death bed you know i wanna be there when hes still my dad
michael,yeah yeah well you definitely need to do that
holly,and i want you to come with me now i know thats a lot to ask of a boyfriend
michael,ok
holly,and i was thinking you know maybe since given our last conversation that were both ready michael scott will you
michael,no no shhhhut it mhmm oh god nope nope nope
holly,uh what
michael,no i am not going to be proposed to in the break room that is not going to be our story mhm hm should have burned this place down when i had the chance
kevin,hey guys its my turn
andy,you cant go youre dead i shot you 5 moves ago
kevin,yeah i told you you cant shoot people
darryl,i told you were way past rules we have been for some time now we start having rules now everything we built collapses
kevin,this is stupid and i want my money back wheres the money
darryl,yeah where is it
kevin,ok you know what i am never ever playing board games with you two again
kevin,and that is dallas shows money
ryan,nice
jim,not bad right swinging golf club
ryan,cant really tell the
jim,to dwight nice
dwight,i know rightsees jims beans what the
jim,oh my god
dwight,that thats impossible
jim,it is right i mean its impossible
dwight,all right ill take them
jim,theyre probably worthless
dwight,probably walks away with beans
jim,leave the telescope
dwight,i started with a thumb tack and traded my way to a telescope but in a way the most valuable thing here wasnt the telescope at all no it was this packet of beans  so i traded the telescope for it and i can just go buy another telescope
michael,hey howd we do
holly,13 dollars
michael,thats great and we still have most of our stuff good
holly,listen about earlier
michael,no no no no lets not talk about that
holly,it was wrong to put you in that position and michael you are my life now im not going to colorado
michael,shhhh lets go on a little walk you know what i wanna show you some stuff
michael,so this is one of my favorite places in the world
holly,why
michael,this is where toby announced that he was going to costa rica happiest day of my life until the day you came to replace him lets go in here
michael,this is where we first kissed
holly,i remember
michael,and this is where we first made love remember what i tried there
holly,michael they both laugh
michael,through these blinds is where i first saw you and you had all these boxes and i thought you were the prettiest mover i had ever seen and i was sitting at this desk when i called you to tell you that i had herpes and that i was still in love with you and you said that it was over and that you didnt love me thank goodness none of that was true including the herpes
holly,yes
michael,ingrown hair
michael,right in here this is where we first coran our meeting remember obesity awareness
holly,mh hmm
michael,we saved a lot of lives that day thats where you first met michael klump
holly,oh i say i say i say i sit on you
michael,and right over there is where you found out that meredith was prostituting herself for outback steak and i will never forget that you had the cutest look on your face because you couldnt believe it you thought it was so wrong
michael,and over here
holly,what happened here
michael,well nothing nothing really i would just find an excuse to come here so i could stare at you through that window this is what id do runs water through hand
holly,nice
michael,lets go in here
holly,everyone in the office is standing in the kitchen with a lit candle hi guys
michael,this is where our love faces its toughest test after this its just smooth sailing for the rest of our lives
jim,holly will you marry me
holly,no
stanley,marry me holly
holly,no
michael,that guys got more than he can handle as it is
oscar,will you marry me
holly,no
michael,that marriage would be a sham
gabe,will you marry me
holly,no
michael,easy no
angela,will you marry me
holly,no
michael,that would be hot i would pay to see that
ryan,will you marry me holly
holly,no
michael,only one that i was kind of worried about
michael,the area where hollys desk is is filled with lit candles this is where i fell in love with you and this is where i ask you to marry me it started with fire sprinklers go on holly flax marrying me will you be
holly,your wife becoming me will i everyone in the kitchen starts cheering then enters annex
kevin,thats awesome
pam,congratulations
jim,congratulations
michael,thank you so guys guys guys were moving to colorado
kevin,all of us
michael,yep
jim,wait what
michael,holly has to go back to colorado im going with her im leaving
michael,kahlua sombrero please
walter,all right so just you tonight
michael,actually i am meeting somebody but im a little bit early leaving my company after 19 years
deangelo,ill drink to that im starting at a company this week
michael,oh really
deangelo,to begginings and endings
michael,and to middles the unsung heroes and to moms
deangelo,the moms and the troops
michael,do not tell my fiance im drinking on a wednesday
deangelo,laughs i wont i dont know her
michael,im moving out to the burbs actually im moving further than the burbs im moving to colorado
deangelo,colorado the sunshine state
michael,yep dont mess with colorado
deangelo,doing some skiing
michael,no no i dont want to end up like sunny bobo
deangelo,well thats just good sense right there everyone i know who skis is dead
michael,you know i would like to try the luge through
deangelo,try it once youre hooked thats my guess
michael,thats what ive heard
deangelo,im an olympics nut
michael,oh yeah me too summer or winter
deangelo,in unison summer
deangelo,holds out fist knuckles actually i gotta come around and give you
deangelo,you know its funny i tried to get an animal olympics going
michael,really what happened
deangelo,you know life happened what are you gonna miss most about scranton
michael,oh wow the mountains where things are
deangelo,thats the way it goes
michael,man he is late im gonna call him do you mind im sorry calls deangelo deangelos phone vibrates
deangelo,excuse me hello you running late
michael,no im here im right im at the bar
deangelo,im at the bar too
michael,you are what bar
deangelo,im at the bar the bar thats located in the lobby of the hotel
michael,i do not see you
deangelo,how long have you
michael,im been here about gosh over half an hour
deangelo,ok me too
deangelo,looking up from phones in unison sorry
michael,whatre you wearing
deangelo,i am wearing a grey suit red tie
michael,are we both at the right place
deangelo,which place
michael,i hear your voice
deangelo,i hear your voice i see your lips moving
michael,i see your voice in the phone oh man holds out hand michael scott
deangelo,deangelo vickers
michael,wow that is insane laughter
deangelo,that is insane that is the right term lets get some vodka up in this cranberry and one for my friend
michael,entering dunder mifflin offices here we go are you ready
deangelo,i am ready
michael,alright here we go
michael,this is it what do you think
deangelo,oh shell do shell do just fine
deangelo,i am very much looking forward to tommorow it feels like the culmanation of a lot of hard work a lot of good fortune
michael,pops up from below camera and runs out of room
deangelo,did that did that just happen runs after michael we should we should write a movie or something im serious
oscar,michael is leaving and apparently theyve already hired a new manager and were meeting him today its a lot to process paperwork wise
kevin,wearing wig nope its not ashton kutcher its kevin malone equally handsome equally smart winks
michael,ok everyone as you know one of my favorite things is fanfare for its own sake so without further ado lets start clapping presenting deangelo vickers
deangelo,blinds roll down deangelo waving
michael,come on out
deangelo,hello opens door how are you sir
michael,i am well sir how are you
deangelo,can i just say i am so excited to be working here little bit about myself i love the american southwest for starters you may call them arizona new mexico nevada utah i call them heaven i have a peanut allergy something i live with its a part of me ive learned to cope with it what else im just as comfortable at the ball game as i am at the opera i was a
dwight,did i want to be made manager sure a great opportunity squandered absolutely a crushing blow yes will i get over it no but life goes on not for me
kelly,drops papers as deangelo walks by ill get that you guys dont its just you know
deangelo,picks up paper ill help you
kelly,oh hi obviously flirting body language
deangelo,hello
kelly,have we met before
deangelo,no not officially actually i saw you walking out of the bathroom before
kelly,well i guess ill go back to my cave it was really great meeting you
deangelo,offers kelly the papers as she walks away
kelly,and that is what you call a meet cute
michael,and we talk for like 20 minutes no clue its deangelo the whole time
darryl,kind of embarassing
angela,yeah that story makes you sound stupid
michael,i happen to like the hilarious hijinx i get myself into there he is deangelo i was just telling them about last night when we met remember that that was crazy
deangelo,oh chuckles that was lets see wheres my replacement wheres the guy im replacing why dont i look to the left hes sitting right there office laughs
michael,oh yeah i know thats what i was just saying thats what
deangelo,silences michael
andy,that exact situation is why i always carry around some of these holds up hello my name is nametags just in case because sometimes you just need to id yourself
deangelo,laughs office funny guy always glad to have an office funny guy around
andy,i wasnt even trying to make a joke but i guess ive always been sorta quirky offbeat a little twisted
michael,this is jim and pam aka jap what started as an affair has blossomed into a family before our eyes
pam,well it wasnt an affair
michael,yes it was
pam,but no but we are a family
jim,points to picture of cecelia we made that
pam,cecelia
deangelo,well congratulations i have four kids of my own
pam,really oh my gosh we just have the one but she poops for four laughs
pam,uh oh someone started off on the right foot with the new boss
jim,yeah they dont ever talk about careers that were made because of unplanned pregnancies
dwight,thanks for meeting me
michael,are you kidding id come anywhere to see a turtle whered you find him
dwight,theres no turtle michael i just wanted to get you here
michael,you know me very well dwight
dwight,thats because im your righthand man michael but i cant do it again i cant do it again for a whole new guy
michael,now im gonna have to go online and look at turtles or ill be off all day
dwight,i want to be manager i just dont understand why i wasnt even interviewed for the job whats wrong i was totally qualified you were pushing for me
meredith,that apple looks delic
deangelo,i do a lot of portion control i try to keep my daily calor intake under 1200 laughter
stanley,deangelo youre going to starve to death laughter
michael,so you decided to have an orgy and not invite me i call the middle
darryl,its cool that you like the southwest its one of my favorite regions
darryl,its one of my favorite regions did i just sound totally lame no i sounded good
darryl,i love the desert its one of my favorite ecosystems
deangelo,heres the great thing about the southwest theres so much more than desert along the north rim of the grand canyon is a forest as lush as youve ever seen
kevin,burnt its lush dummie hey deangelo what do you think of bald people i hate them
angela,deangelo i forget did you mention you like politics
deangelo,i did not
angela,cause i was thinking that you should meet my boyfriend hes a state senator i really think the two of you would hit it off hes a great person to know
deangelo,sounds very interesting thank you
erin,dunder mifflin this is erin ok let me transfer you
deangelo,why do you use your name when you use the phone
erin,oh thats how pam does it i just copy her shes sort of a living legend
deangelo,try it without using your name
erin,dunder mifflin this is oh i like it
deangelo,dunder mifflin how may i assist you
erin,oh assist
michael,i sorta like the old way
deangelo,i just prefer it without the name and i thought ive got to start doing some managing at some point
michael,i know i know im sorry but if its not a big deal we should just
deangelo,and it really isnt
michael,is that good
erin,yeah ok good
deangelo,well id like to change it actually
michael,well whatever whatever you think will work
erin,what do you think
deangelo,i think a change would be nice
michael,you can do the old way or whatever you think would work phone rings
deangelo,whispering change it
erin,picks up phone im so sorry sorry hangs up
deangelo,hey funny guy wanna have a little midday lawl here make me laugh huh what you got i cant even look at you
andy,here we go ok what do african americans call laughter
erin,deangelo did you order a barber
deangelo,oh yeah put a pin on that kid cant wait to hear the punchline
darryl,finish the joke andy what do african americans call
andy,i dont know help me
ryan,a barber enters the office for deangelo that is so badass so hardcore
phyllis,yeah real cool real power move
deangelo,i saw a hawk today just sitting right there on the overpass looking at me
michael,to erin shave me walks into office with deangelo this is going to be funny looks like we are going to be shaving buddies
deangelo,ok alright i love it i love it michael this is reggie he is the 1 yelp reviewed shaver in scranton its not even close
michael,and this is erin and she is going to shave my face here we go erin puts too much shaving cream on michaels face none on the neck
deangelo,alright this is how we do it feels nice doesnt it
michael,it really does this is luxery here we go ah that is nice
oscar,you wanted to talk to us deangelo
deangelo,ah yes please just cozy up there just thought we could have some rap sessions with smaller groups
michael,well we dont really do rap sessions we kinda do erin shaves michael god we sorta do more of like powwows or
deangelo,ok then powwows then fine
michael,thats
pam,hey deangelo my mom just sent me this picture of cece it is so adorable
jim,alright wait little bit of backstory she loves dogs she calls them dadas
pam,dadas
jim,and what happens here is
deangelo,you know what enough about your baby ok im sorry
jim,we were i think she was just trying to
deangelo,no no no i know what youre doing just quit it i want to hear from the rank and file how can i be the best manager for you all what can i do better
michael,you know what everybody you have to be honest here you cant say that everything is perfect so you know come up with something
oscar,well deangelo id say communication could be improved people stopped reading memos so everyone marks them urgent
michael,ok you know what i mark it urgent a urgent b urgent c urgent d urgent a is the most important urgent d you dont even really have to worry about
erin,michael can you stop talking now i need to shave your lips
michael,dont shave my lips
deangelo,andy walks into room whats up
andy,i dont mean to go into a rant here but
andy,i wrote the perfect joke topical edgy funny
andy,i saw this thing on the news democrats want electric cars republicans dont im thinking how crazy is it that we have a car debate going on in a city known for gridlock
deangelo,lets not talk politics in the office ok i like you better as a funny guy
andy,leans on table i wasnt taking a position its just one of those things where table collapses under andy
deangelo,laughter now thats funny thats funny you walk much
andy,yeah right i mean walks into door jokingly
deangelo,little click
erin,pushing box into office deangelo this box came for you
deangelo,thank you thats my stuff yeah michael take a look at this
stanley,need a hand
deangelo,oh thatd be great thank you stanley
michael,you know this office sort of has a perfect feng shui to it so you know lets not go overboard with the redecorating and im still here
ryan,holds up painting of desert to office who are impressed
michael,i still have to look at this stuff guys
darryl,so this is a tengallon hat huh
deangelo,yep tengallon hat technically it only holds about three quartz little factoid
kevin,interesting
michael,deangelos great i love the guy but im not sure hes a great fit for the office and also im not sure if i love the guy
darryls sister,holds out cowboy boots for darryl
darryl,cool cool alright see you later
darryls sister,hey hey hey holds up set of pistols in holsters
darryl,no im good keep them
deangelo,hey funny man whatcha got for me make me laugh
andy,mimes using a rope to pull himself forward to microwave lets see if they have my favorite teas in here throws tea packets into air puts hand in unplugged toaster pretends to be shocked takes container of cheesepuffs and throws them into air pours hot coffee on his pants
deangelo,laughs drink some soap
andy,drinks hand soap
deangelo,laughter and applause
andy,i guess this is my life now
dwight,how do i become a manger at sabre
gabe,first things first thank you for coming here directly i know you could have called tallahassee but they wouldve just looped back to me so its cool you recognized my role here
dwight,i left a message at corporate
gabe,ahh there you go get a recommendation from michael thatll put you right on the shortlist for next time theres an opening
dwight,cant you just use the recommendation you already have on file
gabe,what recommendation
dwight,from when he recommended me to replace him
gabe,im sorry i never know how to act in these awkwardtype situations
deangelo,best whale watching easily the west coast if youre going whale watching on the east coast you might wanna bring a magazine called west coast whales laughter because youre not gonna see them
michael,interrupting deangelo snack time its the witching hour its the sandwitching hour
kevin,awesome
phyllis,mmm whatcha got
michael,pb and j my moms recipe throws sandwitch at phyllis
angela,michael deangelo has a peanut allergy
deangelo,i need a wide berth i need a wide berth from those nuts
stanley,what are you doing have you lost your mind
michael,i think kevin wants one kevin here you go throws sandwitch into kevins open mouth
oscar,michael this is serious do you know what happens if deangelo touches a peanut
michael,what
deangelo,michael the last time i was exposed to a peanut i was itchy for three days ok i had to take baths constantly i missed the oj verdict i had to read about it in the paper like an idiot
jim,wait so you dont go into shock or die or anything
deangelo,no jim not everything is life or death i want to feel comfortable
michael,oscar here you go throws sandwitch
deangelo,uses book to stop the sandwitchs flight youre getting nut particles all in the air
michael,no one had a problem with the air here until you came around
deangelo,steps into conference room everyone mandatory meeting multipurpose room now
michael,no thats good you just stay in there stay in there by yourself loser no body go in disgusted comments by coworkers no body go in there stay where you are
oscar,michael this is insane
michael,no its not insane oscar im been here for 19 years and just because someone else is called the boss youre gonna throw it all away no
jim,listen youre the one who decided to leave come on hes the new boss you know we have to do this
michael,well who needs him guess its just you and me dwight
dwight,correction just you alright meeting multifunction room
deangelo,walks out hold on hey michael michael wait up hold on um so for these meetings do you just jump into business or do you start with some chitchat or
michael,i start with some chitchat and a maybe a couple of jokes and you might want to develop a couple of characters you know what youll be fine
deangelo,maybe maybe not 5050 you know what it is too bad for this place that youre leaving extents hands for hug bring it in come on michael doesnt accept hug ok walks back
michael,ok hugs deangelo from behind why did you have to be so damn good
deangelo,i im adequete im half as good as you
michael,no no no come on you are good they know it
deangelo,will you do me a favour and enjoy this time ok youve worked so hard get your senioritis on its lake havasu time
michael,guess ive been working so hard i forgot what its like to be hardly working
deangelo,ok what is the native american girls name
michael,youll figure it out
jim,hey deangelo wanna meet cece
deangelo,thats a cute baby very cute baby adorable very cute
jim,thank you very much
pam,see we knew it if he just met her hed understand
jim,were back in right
deangelo,i swear that baby could be the star of a show entitled babys i dont care about
michael,it is six am deangelo yawns and we are about to go house to house to give everyone their dundie nomination certificates just like the oscars
deangelo,yes and this happens every
michael,every year this happens you have a lot to learn my friend deangelo laughs
deangelo,well you know why dont we try it and if it goes good itll be part of my tradition
michael,why do you always say that youre gonna love it
michael,arriving at the first house alright lets go deangelo runs in the wrong direction this way this way michael knocks on the door
deangelo,thanks
michael,surprise
deangelo,congratulations
jim,yep okay
michael,you and pam have both been nominated for dundie awards
jim,okay
michael,holds up a camera and deangelo meows here we go have pam come down
jim,no she doesnt wa shes not here
pam,whats going on
jim,stay in bed
michael,next house congratulations
stanley,have you lost your mind get off my property before i call the police
michael,we got it
deangelo,uh leave it at the door or
michael,yeah thats fine
michael,next house hey toby you suck throwing eggs at his house
deangelo,is this an employee of ours
michael,giggles go go go go go go
michael,arriving at a dumpy looking unkempt house ive never seen this place in the daylight
deangelo,it reminds me of katrina
michael,here we go alright got it set the door is ajar michael knocks lightly hello turns around to see meredith walking towards her house
meredith,im so busted walk of shame
deangelo,do you usually leave your door unlocked and ajar
meredith,ahh nice i got a dundie nomination
michael,yes you did thats right congratulations meredith we should head out
meredith,no no no you guys stay no no no i have vienna sausages and i have napkins walks into her house let me fix you breakfast
deangelo,whispers im not going in there
michael,quietly shuts the door go
michael,walking into the office good morning erin
erin,oh hey didnt see you
michael,you have big plans for tonight
erin,i dont know maybe volunteer at the shelter or go to bed or i dont know maybe im going to the dundies flashes her nomination certificate
michael,you are getting so funny erin giggles very good
michael,the dundies are my baby and they need to go on when larry king died they didnt just cancel his show they got pierce morgan to come in and do his show and that way larry lives on
michael,anything can happen at the dundies deangelo laughs theyre like the golden globes but less mean and i just want all of us to have a good time
dwight,just a little announcement folks remember the dundies is a black tie affair
michael,black tie optional
dwight,every day is black tie optional
michael,a la tonight we will be hosting at louie volpies
kevin,nice rest of the office looks excited
phyllis,i love their breadsticks
pam,oh their breadsticks are like crack
ryan,i love when people say like crack when theyve obviously never done crack
pam,well the breadsticks are like what then ryan what can i use
ryan,i dont know something from your world the breadsticks are like scrapbooking
pam,youre right youre right im a middle class broad jim does his jim face
michael,shh shh okay okay everybodys right theyre like breadsticks on steroids right
ryan,yeah thats great
michael,so as you know the dundies are my legacy so im going to need to train a replacement so this year i have decided to have a cohost dwight looks suspecting and that person is he and deangelo roll their tongues as a drum roll deangelo all applaud
dwight,always the padawan never the jedi
deangelo,thank you michael uh but i will have to pass
michael,think of it as part of your training
deangelo,not much of a performer unless you count singing in the shower boy okay
michael,smiling okay well well work on it
deangelo,whispers to michael michael im very very bad
michael,you are doing it
michael,all in conference room guys i want you to help us work on some banter
kevin,yes i love banter but i hate witty banter
michael,here we go so deangelo you and i have a lot in common you lost two hundred pounds and i lose my car keys every morning
deangelo,that is true we do share some similarities i know how you can fix one of those problems for me it was portion control for you you need a key chain maybe one with a
michael,cutting him off okay okay you know what i didnt actually lose my keys
deangelo,this did not happen
michael,mmmmkay there needs to be what you call a ratatat and right now its all rat and no tat ryan come on up here tap deangelo out just watch this okay ryan stands next to michael up front ryan how are you today
ryan,why dont you ask my therapist my mom certainly pays her enough
michael,very excited there you go lovely regis and kelly nice use that as an inspiration  just be funny
deangelo,uhhh you sir points to jim are we having fun tonight
jim,having a great time
deangelo,oh good
jim,thanks yeah
deangelo,where were you on september 11th
michael,no god jim looks at him oddly
deangelo,this is so weird if im conducting a meeting good to go but if i think of it as a performance ii fall apart obviously
andy,why dont you think of hosting the dundies like youre just running a meeting
michael,no no no this is the performance of your life
jim,why dont you just privately in your own head think of it like a meeting
michael,jim please no loopholes
darryl,mike why do you have to control how he perceives it in his mind
michael,this is my last dundies ever if i want mind control over him is that too much to ask
deangelo,laying down michael is sitting on deangelos stomach bouncing up and down in michaels office me mo me mo
michael,good good good
deangelo,meee mo mee
michael,now tell me something terrible that happened in your childhood
deangelo,when i was very young my mother divorced my father and i had to go to court and choose between them
michael,getting off his stomach too personal i dont wanna hear about it picking up a portable tape player lets try this put these on deangelo puts the headphones in i am going to turn this on and turn the volume all the way up so you cant deangelo winces thats right youre not going to be able to hear yourself read this gives him a card and make it sound perfect
deangelo,the dundies areowabout coming together and recognizing the adominability of the human spirit jim comes and closes the door
michael,say it with an accent
deangelo,bad australian accent attempt the dundies
michael,also in a poor australian accent the dundies
deangelo,the dundies
jim,jim and pam are walking outside i just dont understand the desire to push sweet potato fries on me and not just regular fries
pam,yeah they see erin eating in her car and ducking when they see her pam knocks on her car window hey erin everything okay
erin,get away from the car hes gonna see you
jim,whos gonna see us
erin,desperately just get in get in just get in
jim,get in the car jim and pam get in the back seat
erin,please sorry get in jim and pam are confused and worried sorry sorry sorry
pam,whats wrong
erin,i eat lunch in the car now  its my alone time its just nice to have some time away from gabe
pam,why dont you wanna eat lunch with your boyfriend
erin,i really dont like spending time with him
pam,dont you think its better to tell him the truth now you know rather than waste more of his time
jim,i think im gonna go
pam,what
jim,i think you got this kay erin nods alright feel better
erin,thank you jim
jim,im sorry that just wasnt interesting to me
erin,i cant just dump him pam im not like you i cant be mean
pam,wait when am i you just have to be clear and firm you know just tell him you dont love him just be honest with him erin nods
dwight,standing by the louie volpies entrance greeting people and giving them menus
kevin,walks in hi
dwight,appalling meredith walks in eye sore jim and pam come in surprisingly adequate okay everyone the activities commence in four seconds
erin,deangelo jos on the phone for you
deangelo,hello
jo,michael dressed as jo bennett using a bad southern accent deangelo were in serious horse manure here the dundies are tonight and we aint got no host
deangelo,oh no
jo,luckily i have someone for you
deangelo,billy crystal
